page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
13673,Able Crown,\/wiki\/Able_Crown_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,6,"2000, May",2000,152,14,0.428571429,DC
136002,Amsel Reiniger,\/wiki\/Amsel_Reiniger_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,"2000, May",2000,152,14,0.428571429,DC
156471,Hamilton Drew,\/wiki\/Hamilton_Drew_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6,"2000, July",2000,152,14,0.428571429,DC
137483,Maxwell Williams,\/wiki\/Maxwell_Williams_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,6,"2000, March",2000,152,14,0.428571429,DC
101527,Diego Irigoyen,\/wiki\/Diego_Irigoyen_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,"2000, August",2000,152,14,0.428571429,DC
5153,Ryuku Orsono,\/wiki\/Ryuku_Orsono_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,6,"2000, August",2000,152,14,0.428571429,DC
396712,Kelly Kooliq,\/Kelly_Kooliq_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,6,Apr-00,2000,207,14,0.428571429,Marvel
408110,Anarra,\/Anarra_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,6,Oct-00,2000,207,14,0.428571429,Marvel
280453,Tullamore Voge,\/Tullamore_Voge_(Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,6,Aug-00,2000,207,14,0.428571429,Marvel
16274,Bludgeon (Ransome Sole),\/Bludgeon_(Ransome_Sole)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,6,Aug-00,2000,207,14,0.428571429,Marvel
16308,Cudgel,\/Cudgel_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,6,Aug-00,2000,207,14,0.428571429,Marvel
16766,Manacle,\/Manacle_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,6,Aug-00,2000,207,14,0.428571429,Marvel
2180,Mondo,\/Mondo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,Feb-00,2000,207,14,0.428571429,Marvel
453220,Bron,\/Bron_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,6,Oct-00,2000,207,14,0.428571429,Marvel
605835,Goroth,\/Goroth_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,6,Dec-00,2000,207,14,0.428571429,Marvel
454402,Tristan,\/Tristan_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,6,Oct-00,2000,207,14,0.428571429,Marvel
455356,Vanium,\/Vanium_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,6,Oct-00,2000,207,14,0.428571429,Marvel
270925,Jagrfelm,\/Jagrfelm_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,6,Apr-00,2000,207,14,0.428571429,Marvel
134782,La Salamanca,\/wiki\/La_Salamanca_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"2000, September",2000,152,14,0.357142857,DC
55573,Sala Nisaba,\/wiki\/Sala_Nisaba_(New_Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5,2000,2000,152,14,0.357142857,DC
266250,Vasily Kosov,\/wiki\/Vasily_Kosov_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,"2000, March",2000,152,14,0.357142857,DC
288164,Agua Sin Gaaz,\/wiki\/Agua_Sin_Gaaz_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,5,"2000, October",2000,152,14,0.357142857,DC
284086,Bounty II,\/wiki\/Bounty_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,"2000, September",2000,152,14,0.357142857,DC
284085,Skizm,\/wiki\/Skizm_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, September",2000,152,14,0.357142857,DC
146819,Matthew Logan,\/wiki\/Matthew_Logan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, January",2000,152,14,0.357142857,DC
121416,Ekin Tzu,\/wiki\/Ekin_Tzu_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,5,"2000, April",2000,152,14,0.357142857,DC
238357,Intelligentsia,\/Intelligentsia_(Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,5,Aug-00,2000,207,14,0.357142857,Marvel
16550,Krueger,\/Krueger_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,5,Jul-00,2000,207,14,0.357142857,Marvel
11134,Marcus Tsung,\/Marcus_Tsung_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,5,Sep-00,2000,207,14,0.357142857,Marvel
454404,Darin II,\/Darin_II_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,5,Oct-00,2000,207,14,0.357142857,Marvel
173690,Billy Turner,\/Billy_Turner_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,5,Oct-00,2000,207,14,0.357142857,Marvel
17989,Patrick Carney,\/Patrick_Carney_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,5,Nov-00,2000,207,14,0.357142857,Marvel
410085,Jacques LeBeau,\/Jacques_LeBeau_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,5,Jan-00,2000,207,14,0.357142857,Marvel
181540,Fear,\/wiki\/Fear_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,"2000, February",2000,152,14,0.285714286,DC
61122,Grace Balin,\/wiki\/Grace_Balin_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,4,"2000, July",2000,152,14,0.285714286,DC
18880,Sylvan Scofield,\/wiki\/Sylvan_Scofield_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4,"2000, October",2000,152,14,0.285714286,DC
316857,Marc Navarone,\/wiki\/Marc_Navarone_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,4,"2000, October",2000,152,14,0.285714286,DC
130828,Samuel Yates,\/wiki\/Samuel_Yates_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,4,"2000, May",2000,152,14,0.285714286,DC
306070,Turk,\/wiki\/Turk_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"2000, October",2000,152,14,0.285714286,DC
127663,Clifford Grimm,\/wiki\/Clifford_Grimm_(New_Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,4,"2000, November",2000,152,14,0.285714286,DC
181547,Loathing,\/wiki\/Loathing_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,"2000, February",2000,152,14,0.285714286,DC
112382,Shock Trauma,\/wiki\/Shock_Trauma_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,4,"2000, November",2000,152,14,0.285714286,DC
16206,Anais,\/Anais_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4,Oct-00,2000,207,14,0.285714286,Marvel
37344,Allie Magruder,\/Allie_Magruder_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,4,Nov-00,2000,207,14,0.285714286,Marvel
504436,Isadora Martinez,\/Isadora_Martinez_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,4,May-00,2000,207,14,0.285714286,Marvel
16628,Mercy LeBeau,\/Mercy_LeBeau_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4,May-00,2000,207,14,0.285714286,Marvel
16210,Anteus,\/Anteus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,Jul-00,2000,207,14,0.285714286,Marvel
176089,Barbican,\/Barbican_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,4,May-00,2000,207,14,0.285714286,Marvel
41981,Broadside (Crimson Pirates),\/Broadside_(Crimson_Pirates)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Sep-00,2000,207,14,0.285714286,Marvel
554959,Johnston Coffin,\/Johnston_Coffin_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,4,May-00,2000,207,14,0.285714286,Marvel
16547,Killian,\/Killian_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Sep-00,2000,207,14,0.285714286,Marvel
17163,Mister Badwrench,\/Mister_Badwrench_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,4,Dec-00,2000,207,14,0.285714286,Marvel
2235,Nocturne,\/Nocturne_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,4,Mar-00,2000,207,14,0.285714286,Marvel
37345,Farley Mowat,\/Farley_Mowat_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,4,Nov-00,2000,207,14,0.285714286,Marvel
3959,Fred MacRae,\/Fred_MacRae_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,May-00,2000,207,14,0.285714286,Marvel
2378,Salvo (Neo),\/Salvo_(Neo)_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,4,Jun-00,2000,207,14,0.285714286,Marvel
315987,Isabella Feretti,\/wiki\/Isabella_Feretti_(New_Earth),Public Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3,"2000, March",2000,152,14,0.214285714,DC
315976,Benito Gallo,\/wiki\/Benito_Gallo_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3,"2000, March",2000,152,14,0.214285714,DC
153256,Enrico Inzerillo,\/wiki\/Enrico_Inzerillo_(New_Earth),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,"2000, June",2000,152,14,0.214285714,DC
183079,Banner,\/wiki\/Banner_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,"2000, March",2000,152,14,0.214285714,DC
305329,Groundswell,\/wiki\/Groundswell_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,"2000, May",2000,152,14,0.214285714,DC
194091,Thrilldevil,\/wiki\/Thrilldevil_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,"2000, August",2000,152,14,0.214285714,DC
223983,Wallace Ebersol,\/wiki\/Wallace_Ebersol_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3,"2000, September",2000,152,14,0.214285714,DC
134783,Cimarron,\/wiki\/Cimarron_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,"2000, September",2000,152,14,0.214285714,DC
16262,Beldame,\/Beldame_(Earth-616),Secret Identity,Bad Characters,,Purple Hair,Female Characters,,Deceased Characters,3,Aug-00,2000,207,14,0.214285714,Marvel
16270,Bloody Bess,\/Bloody_Bess_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3,Sep-00,2000,207,14,0.214285714,Marvel
16417,Elysia,\/Elysia_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3,Jun-00,2000,207,14,0.214285714,Marvel
555146,Yoshida (Gauntlet member),\/Yoshida_(Gauntlet_member)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3,May-00,2000,207,14,0.214285714,Marvel
68939,Amazon (S.H.E.),\/Amazon_(S.H.E.)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Dec-00,2000,207,14,0.214285714,Marvel
24753,Joan Eaton,\/Joan_Eaton_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Nov-00,2000,207,14,0.214285714,Marvel
4524,Liberty Girl (Beverly),\/Liberty_Girl_(Beverly)_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,3,Nov-00,2000,207,14,0.214285714,Marvel
24752,Sayuri Kyota,\/Sayuri_Kyota_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Nov-00,2000,207,14,0.214285714,Marvel
16400,Delphos,\/Delphos_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,3,Aug-00,2000,207,14,0.214285714,Marvel
81543,Jacob Shaw,\/Jacob_Shaw_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3,Mar-00,2000,207,14,0.214285714,Marvel
18756,Ten-Thirtifor,\/Ten-Thirtifor_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Nov-00,2000,207,14,0.214285714,Marvel
1879,Jaeger,\/Jaeger_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3,Apr-00,2000,207,14,0.214285714,Marvel
682148,Lightning Fist,\/Lightning_Fist_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000,207,14,0.214285714,Marvel
16378,Mzungu,\/Mzungu_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,3,May-00,2000,207,14,0.214285714,Marvel
682146,Ogre (Wicked Brigade),\/Ogre_(Wicked_Brigade)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000,207,14,0.214285714,Marvel
279979,Pentigaar,\/Pentigaar_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,3,Dec-00,2000,207,14,0.214285714,Marvel
682144,Razor Wire,\/Razor_Wire_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Apr-00,2000,207,14,0.214285714,Marvel
16987,Sanguine,\/Sanguine_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-00,2000,207,14,0.214285714,Marvel
16357,Zuhn,\/Zuhn_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Nov-00,2000,207,14,0.214285714,Marvel
506894,Avios,\/Avios_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,3,Oct-00,2000,207,14,0.214285714,Marvel
454398,Rand,\/Rand_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,3,Oct-00,2000,207,14,0.214285714,Marvel
9018,Sun Tao,\/Sun_Tao_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Oct-00,2000,207,14,0.214285714,Marvel
89802,Weisse Kreuz,\/Weisse_Kreuz_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,Dec-00,2000,207,14,0.214285714,Marvel
410056,Belize Marceaux,\/Belize_Marceaux_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,3,Jan-00,2000,207,14,0.214285714,Marvel
410004,Rouler Marceaux,\/Rouler_Marceaux_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Feb-00,2000,207,14,0.214285714,Marvel
1334,William Knoblach,\/William_Knoblach_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Living Characters,3,Jul-00,2000,207,14,0.214285714,Marvel
193111,Dolores Pratchet,\/wiki\/Dolores_Pratchet_(New_Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,2,"2000, January",2000,152,14,0.142857143,DC
183498,Blue Ice,\/wiki\/Blue_Ice_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2,"2000, March",2000,152,14,0.142857143,DC
339951,Drakul Karfang,\/wiki\/Drakul_Karfang_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Female Characters,,Deceased Characters,2,"2000, November",2000,152,14,0.142857143,DC
332974,Saraday,\/wiki\/Saraday_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Deceased Characters,2,"2000, July",2000,152,14,0.142857143,DC
213240,Doll Girl II,\/wiki\/Doll_Girl_II_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,2,"2000, October",2000,152,14,0.142857143,DC
10711,Aruna Shende,\/wiki\/Aruna_Shende_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Genderless Characters,,Living Characters,2,"2000, August",2000,152,14,0.142857143,DC
128197,Calvin Broderick,\/wiki\/Calvin_Broderick_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,"2000, March",2000,152,14,0.142857143,DC
185196,Doctor Echo,\/wiki\/Doctor_Echo_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,"2000, March",2000,152,14,0.142857143,DC
193132,Scarlet Scythe,\/wiki\/Scarlet_Scythe_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"2000, December",2000,152,14,0.142857143,DC
134781,Cachiru,\/wiki\/Cachiru_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,"2000, September",2000,152,14,0.142857143,DC
134787,El Bagual,\/wiki\/El_Bagual_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,"2000, September",2000,152,14,0.142857143,DC
134788,Vizacacha,\/wiki\/Vizacacha_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,"2000, September",2000,152,14,0.142857143,DC
642337,Tabitha Gance,\/Tabitha_Gance_(Earth-616),Public Identity,Bad Characters,Red Eyes,Blond Hair,Female Characters,,Living Characters,2,Feb-00,2000,207,14,0.142857143,Marvel
16519,Junction,\/Junction_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,2,Nov-00,2000,207,14,0.142857143,Marvel
682147,Ms Fortune,\/Ms_Fortune_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Apr-00,2000,207,14,0.142857143,Marvel
53353,Visalia,\/Visalia_(Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,2,May-00,2000,207,14,0.142857143,Marvel
691427,Agent Green,\/Agent_Green_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,2,Dec-00,2000,207,14,0.142857143,Marvel
691425,Agent Orange,\/Agent_Orange_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,2,Dec-00,2000,207,14,0.142857143,Marvel
172445,Cyanide Jane,\/Cyanide_Jane_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,2,Nov-00,2000,207,14,0.142857143,Marvel
4483,Katyusha (Anya),\/Katyusha_(Anya)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Aug-00,2000,207,14,0.142857143,Marvel
18958,Mako (First Line),\/Mako_(First_Line)_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,2,Mar-00,2000,207,14,0.142857143,Marvel
5415,Rapunzel,\/Rapunzel_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,2,May-00,2000,207,14,0.142857143,Marvel
455199,Victoria Donnely,\/Victoria_Donnely_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,2,Feb-00,2000,207,14,0.142857143,Marvel
